train_auc|test_auc|valid_auc|train_fm_1|test_fm_1|valid_fm_1|train_fm_0|test_fm_0|valid_fm_0|max_depth|n_estimators|min_samples_leaf|train_rec0|test_rec0|valid_rec0|train_rec1|test_rec1|valid_rec1|params|features
0.996675637004972|0.7160192136610368|0.6272366706923582|0.9956192035879878|0.9860297952452598|0.9864093663587692|0.8543378481471754|0.07929644558446317|0.0||200|1|0.7875489970025363|0.042249121436938694|0.0|0.9981650670395359|0.9993260498632941|0.9985565840089128|{'n_estimators': 200, 'n_jobs': 8, 'verbose': 10, 'max_depth': None}|['f24', 'f23', 'f20', 'f32', 'f22', 'f26', 'f34', 'f18', 'f33', 'f19']
0.9965161714768944|0.7308233141633579|0.6195361484606994|0.9954505011668949|0.9859857878407082|0.9867495139181999|0.8476591029289546|0.07920502703492618|0.0|30|200|1|0.7760664053493198|0.04232721593127684|0.0|0.9982005137510616|0.9992358893098886|0.9992362507619975|{'n_estimators': 200, 'n_jobs': 8, 'verbose': 10, 'max_depth': 30}|['f24', 'f23', 'f20', 'f32', 'f22', 'f26', 'f34', 'f18', 'f33', 'f19']
0.9959289060199874|0.7116716087584914|0.6214223674252175|0.9947034053508417|0.9860373057570955|0.9866233002318259|0.8162014887431722|0.07607975866382165|0.0|25|200|1|0.7218123126585198|0.04037485357282312|0.0|0.9984659869948278|0.9993936702783481|0.9989840033072445|{'n_estimators': 200, 'n_jobs': 8, 'verbose': 10, 'max_depth': 25}|['f24', 'f23', 'f20', 'f32', 'f22', 'f26', 'f34', 'f18', 'f33', 'f19']
0.9934080591587262|0.7322762307104107|0.6189588807367139|0.9932648632554623|0.986145130893545|0.9862058700340267|0.7500104388492211|0.07839656830116117|0.0|20|200|1|0.6212358773345631|0.04139008199921906|0.0|0.9988430796706321|0.9995807534266645|0.9981501853318105|{'n_estimators': 200, 'n_jobs': 8, 'verbose': 10, 'max_depth': 20}|['f24', 'f23', 'f20', 'f32', 'f22', 'f26', 'f34', 'f18', 'f33', 'f19']
0.9806659240432878|0.7411952262437256|0.6177337361125141|0.9915645971317609|0.9861002710569441|0.9867705464760667|0.6618558247693347|0.07213893424372866|0.0|15|200|1|0.5086004150334332|0.037953924248340494|0.0|0.999074614573576|0.9995875154681699|0.9992782920044564|{'n_estimators': 200, 'n_jobs': 8, 'verbose': 10, 'max_depth': 15}|['f24', 'f23', 'f20', 'f32', 'f22', 'f26', 'f34', 'f18', 'f33', 'f19']
0.9170534911853951|0.7425022039762242|0.6037660003049392|0.9881032860733685|0.986150779400827|0.9867109519608351|0.4380449141347424|0.07334672320166628|0.0|10|200|1|0.2867189301360387|0.038500585708707534|0.0|0.9992684402089395|0.9996731679939052|0.999159175150823|{'n_estimators': 200, 'n_jobs': 8, 'verbose': 10, 'max_depth': 10}|['f24', 'f23', 'f20', 'f32', 'f22', 'f26', 'f34', 'f18', 'f33', 'f19']
0.7936531576339595|0.7197665344573282|0.5881097162013329|0.9850099605478356|0.9858824104567495|0.9871314692811813|0.13190784520403553|0.015344079355238684|0.0|5|200|1|0.07069402813004382|0.0077313549394767665|0.0|0.999961536547068|1.0|1.0|{'n_estimators': 200, 'n_jobs': 8, 'verbose': 10, 'max_depth': 5}|['f24', 'f23', 'f20', 'f32', 'f22', 'f26', 'f34', 'f18', 'f33', 'f19']
